query,model_name,performance,embedding_id
Is this a breaking change?,powerful,0.5904,0
Calculate 25% of 500,fast,0.9074,92
Calculate 25% of 500,balanced,0.7759,92
Calculate 25% of 500,powerful,0.6831,92
Show system status,fast,0.8701,23
Show system status,balanced,0.7546,23
Show system status,powerful,0.7048,23
What's the current branch?,fast,0.9603,106
What's the current branch?,balanced,0.7659,106
What's the current branch?,powerful,0.6039,106
/status,fast,0.8509,53
/status,balanced,0.8252,53
/status,powerful,0.6184,53
Write a SQL query to format dates,fast,0.5428,227
Write a SQL query to format dates,balanced,0.8846,227
Write a SQL query to format dates,powerful,0.6788,227
Convert this callback to async/await,fast,0.5902,228
Convert this callback to async/await,balanced,0.9364,228
Convert this callback to async/await,powerful,0.5379,228
Update the Docker image for the web server,fast,0.6968,229
Update the Docker image for the web server,balanced,0.8679,229
Update the Docker image for the web server,powerful,0.6072,229
Add type hints to handle_webhook,fast,0.738,230
Add type hints to handle_webhook,balanced,0.9171,230
Add type hints to handle_webhook,powerful,0.6705,230
Write a hash map class,fast,0.5364,231
Write a hash map class,balanced,0.8513,231
Write a hash map class,powerful,0.7016,231
Create a helper function to parse JSON,fast,0.5846,232
Create a helper function to parse JSON,balanced,0.9022,232
Create a helper function to parse JSON,powerful,0.6931,232
Document the REST API endpoint,fast,0.5983,233
Document the REST API endpoint,balanced,0.8548,233
Document the REST API endpoint,powerful,0.7306,233
Commit these changes with a good message,fast,0.7256,234
Commit these changes with a good message,balanced,0.8575,234
Commit these changes with a good message,powerful,0.6579,234
Scale nginx to 10 instances,fast,0.6005,235
Scale nginx to 10 instances,balanced,0.9385,235
Scale nginx to 10 instances,powerful,0.6384,235
Implement pagination for /api/memories,fast,0.7273,236
Implement pagination for /api/memories,balanced,0.851,236
Implement pagination for /api/memories,powerful,0.5699,236
Update the Docker image for redis,fast,0.6751,237
Update the Docker image for redis,balanced,0.908,237
Update the Docker image for redis,powerful,0.5513,237
/remember max file size is 10MB,fast,0.6971,238
/remember max file size is 10MB,balanced,0.9348,238
/remember max file size is 10MB,powerful,0.6744,238
Split this file into smaller modules,fast,0.6939,239
Split this file into smaller modules,balanced,0.9645,239
Split this file into smaller modules,powerful,0.5211,239
Add a health check to redis,fast,0.5975,240
Add a health check to redis,balanced,0.9435,240
Add a health check to redis,powerful,0.72,240
Scale nginx to 3 instances,fast,0.5232,241
Scale nginx to 3 instances,balanced,0.9217,241
Scale nginx to 3 instances,powerful,0.6303,241
Create a PR for this feature,fast,0.5059,242
Create a PR for this feature,balanced,0.9657,242
Create a PR for this feature,powerful,0.635,242
What's the purpose of api?,fast,0.7081,243
What's the purpose of api?,balanced,0.8895,243
What's the purpose of api?,powerful,0.6057,243
Restart the supervisor service,fast,0.683,244
Restart the supervisor service,balanced,0.9594,244
Restart the supervisor service,powerful,0.5649,244
Restart the docker service,fast,0.531,245
Restart the docker service,balanced,0.9484,245
Restart the docker service,powerful,0.7353,245
Add comments explaining the caching layer,fast,0.6431,246
Add comments explaining the caching layer,balanced,0.8507,246
Add comments explaining the caching layer,powerful,0.5847,246
How does pagination handle {scenario}?,fast,0.7473,247
How does pagination handle {scenario}?,balanced,0.9235,247
How does pagination handle {scenario}?,powerful,0.7236,247
Add a health check to nginx,fast,0.5585,248
Add a health check to nginx,balanced,0.8889,248
Add a health check to nginx,powerful,0.6667,248
/plan list,fast,0.6681,249
/plan list,balanced,0.9429,249
/plan list,powerful,0.6299,249
Walk me through the {process},fast,0.5263,250
Walk me through the {process},balanced,0.9171,250
Walk me through the {process},powerful,0.5481,250
Set up environment variables for logging,fast,0.5245,251
Set up environment variables for logging,balanced,0.9425,251
Set up environment variables for logging,powerful,0.7071,251
Fix this error: Cannot read property of undefined,fast,0.5155,252
Fix this error: Cannot read property of undefined,balanced,0.9655,252
Fix this error: Cannot read property of undefined,powerful,0.6191,252
Add comments explaining the routing logic,fast,0.5923,253
Add comments explaining the routing logic,balanced,0.9184,253
Add comments explaining the routing logic,powerful,0.6471,253
Scale the web server to 5 instances,fast,0.6461,254
Scale the web server to 5 instances,balanced,0.9327,254
Scale the web server to 5 instances,powerful,0.7491,254
Fix the flaky test in test_integration.py,fast,0.7433,255
Fix the flaky test in test_integration.py,balanced,0.9571,255
Fix the flaky test in test_integration.py,powerful,0.5361,255
Why is response undefined?,fast,0.6778,256
Why is response undefined?,balanced,0.8668,256
Why is response undefined?,powerful,0.6761,256
Update the Docker image for supervisor,fast,0.6736,257
Update the Docker image for supervisor,balanced,0.9092,257
Update the Docker image for supervisor,powerful,0.5082,257
Create a PR for this feature,fast,0.736,242
Create a PR for this feature,balanced,0.898,242
Create a PR for this feature,powerful,0.738,242
Update the plan to include write tests,fast,0.5276,258
Update the plan to include write tests,balanced,0.898,258
Update the plan to include write tests,powerful,0.5724,258
Scale redis to 2 instances,fast,0.5929,259
Scale redis to 2 instances,balanced,0.9788,259
Scale redis to 2 instances,powerful,0.5758,259
Fix the flaky test in test_api.py,fast,0.6978,260
Fix the flaky test in test_api.py,balanced,0.8685,260
Fix the flaky test in test_api.py,powerful,0.6474,260
Implement error handling for handle_webhook,fast,0.7223,261
Implement error handling for handle_webhook,balanced,0.878,261
Implement error handling for handle_webhook,powerful,0.7048,261
Fix the flaky test in test_api.py,fast,0.5306,260
Fix the flaky test in test_api.py,balanced,0.8953,260
Fix the flaky test in test_api.py,powerful,0.7176,260
Convert this callback to async/await,fast,0.6203,228
Convert this callback to async/await,balanced,0.8903,228
Convert this callback to async/await,powerful,0.6131,228
Add cache_ttl to the config,fast,0.6188,262
Add cache_ttl to the config,balanced,0.9436,262
Add cache_ttl to the config,powerful,0.6514,262
"The /api/agents returns 500, help me debug",fast,0.6904,263
"The /api/agents returns 500, help me debug",balanced,0.9367,263
"The /api/agents returns 500, help me debug",powerful,0.5372,263
Query users where created_at > now() - interval '1 day',fast,0.5968,264
Query users where created_at > now() - interval '1 day',balanced,0.967,264
Query users where created_at > now() - interval '1 day',powerful,0.5847,264
Write tests for cache layer,fast,0.7225,265
Write tests for cache layer,balanced,0.9457,265
Write tests for cache layer,powerful,0.6615,265
Merge main into staging,fast,0.6575,266
Merge main into staging,balanced,0.9503,266
Merge main into staging,powerful,0.5772,266
Find the bug in this code: if (user) { return user.name },fast,0.5481,267
Find the bug in this code: if (user) { return user.name },balanced,0.9304,267
Find the bug in this code: if (user) { return user.name },powerful,0.6442,267
Implement error handling for validate_input,fast,0.6304,268
Implement error handling for validate_input,balanced,0.9476,268
Implement error handling for validate_input,powerful,0.6257,268
Implement authentication in SQL,fast,0.5449,269
Implement authentication in SQL,balanced,0.8525,269
Implement authentication in SQL,powerful,0.6967,269
Walk me through the {process},fast,0.7074,250
Walk me through the {process},balanced,0.9591,250
Walk me through the {process},powerful,0.6449,250
Fix this error: Invalid JSON,fast,0.6004,270
Fix this error: Invalid JSON,balanced,0.8558,270
Fix this error: Invalid JSON,powerful,0.7155,270
Implement rate limiting in Rust,fast,0.5451,271
Implement rate limiting in Rust,balanced,0.8531,271
Implement rate limiting in Rust,powerful,0.632,271
Rename handleRequest to processUserData,fast,0.5287,272
Rename handleRequest to processUserData,balanced,0.8629,272
Rename handleRequest to processUserData,powerful,0.542,272
"TypeError in process_request, what's wrong?",fast,0.5639,273
"TypeError in process_request, what's wrong?",balanced,0.8617,273
"TypeError in process_request, what's wrong?",powerful,0.5767,273
Add type hints to validate_input,fast,0.5423,274
Add type hints to validate_input,balanced,0.9299,274
Add type hints to validate_input,powerful,0.5813,274
Write a queue class,fast,0.5745,275
Write a queue class,balanced,0.8628,275
Write a queue class,powerful,0.5356,275
Query sessions where created_at > now() - interval '1 day',fast,0.7354,276
Query sessions where created_at > now() - interval '1 day',balanced,0.9669,276
Query sessions where created_at > now() - interval '1 day',powerful,0.513,276
How does monitoring handle {scenario}?,fast,0.6465,277
How does monitoring handle {scenario}?,balanced,0.9141,277
How does monitoring handle {scenario}?,powerful,0.6881,277
Extract this into a separate function,fast,0.7373,278
Extract this into a separate function,balanced,0.885,278
Extract this into a separate function,powerful,0.5796,278
What do you remember about deployment process?,fast,0.5164,279
What do you remember about deployment process?,balanced,0.8538,279
What do you remember about deployment process?,powerful,0.6584,279
Implement rate limiting in SQL,fast,0.7409,280
Implement rate limiting in SQL,balanced,0.9378,280
Implement rate limiting in SQL,powerful,0.5616,280
Search memory for performance optimizations,fast,0.6963,281
Search memory for performance optimizations,balanced,0.8896,281
Search memory for performance optimizations,powerful,0.6017,281
Fix this error: Connection refused,fast,0.6957,282
Fix this error: Connection refused,balanced,0.8685,282
Fix this error: Connection refused,powerful,0.6351,282
Merge develop into staging,fast,0.7382,283
Merge develop into staging,balanced,0.975,283
Merge develop into staging,powerful,0.6388,283
Write tests for memory system,fast,0.7032,284
Write tests for memory system,balanced,0.9749,284
Write tests for memory system,powerful,0.6552,284
Merge main into main,fast,0.7334,285
Merge main into main,balanced,0.9127,285
Merge main into main,powerful,0.6495,285
Rename handleRequest to executeTask,fast,0.5532,286
Rename handleRequest to executeTask,balanced,0.9593,286
Rename handleRequest to executeTask,powerful,0.5703,286
Create a PR for this feature,fast,0.6848,242
Create a PR for this feature,balanced,0.9232,242
Create a PR for this feature,powerful,0.5752,242
Move cache layer to utils/,fast,0.7076,287
Move cache layer to utils/,balanced,0.9443,287
Move cache layer to utils/,powerful,0.7497,287
Document the GraphQL endpoint,fast,0.6526,288
Document the GraphQL endpoint,balanced,0.9745,288
Document the GraphQL endpoint,powerful,0.5796,288
Add batch_size to the config,fast,0.7449,289
Add batch_size to the config,balanced,0.942,289
Add batch_size to the config,powerful,0.5683,289
Query sessions where status = 'active',fast,0.6149,290
Query sessions where status = 'active',balanced,0.9279,290
Query sessions where status = 'active',powerful,0.504,290
"The /api/users returns 500, help me debug",fast,0.6522,291
"The /api/users returns 500, help me debug",balanced,0.8506,291
"The /api/users returns 500, help me debug",powerful,0.5024,291
Resolve the merge conflict in package.json,fast,0.6389,292
Resolve the merge conflict in package.json,balanced,0.9405,292
Resolve the merge conflict in package.json,powerful,0.6222,292
Move auth service to utils/,fast,0.6968,293
Move auth service to utils/,balanced,0.9344,293
Move auth service to utils/,powerful,0.5194,293
Write a hash map class,fast,0.6681,231
Write a hash map class,balanced,0.8959,231
Write a hash map class,powerful,0.7032,231
What's the next step in the plan?,fast,0.5895,294
What's the next step in the plan?,balanced,0.873,294
What's the next step in the plan?,powerful,0.692,294
Create a Python function that handles user authentication,fast,0.6157,295
Create a Python function that handles user authentication,balanced,0.9717,295
Create a Python function that handles user authentication,powerful,0.6111,295
What does this code do: const data = await api.get(),fast,0.5049,296
What does this code do: const data = await api.get(),balanced,0.8865,296
What does this code do: const data = await api.get(),powerful,0.7303,296
Configure postgres for production,fast,0.7041,297
Configure postgres for production,balanced,0.9313,297
Configure postgres for production,powerful,0.7021,297
What does this code do: async function fetch() {},fast,0.745,298
What does this code do: async function fetch() {},balanced,0.9757,298
What does this code do: async function fetch() {},powerful,0.5092,298
Deploy to staging,fast,0.5018,299
Deploy to staging,balanced,0.978,299
Deploy to staging,powerful,0.6596,299
This test is failing: test_api_response,fast,0.6423,300
This test is failing: test_api_response,balanced,0.9142,300
This test is failing: test_api_response,powerful,0.6379,300
Save this as a pattern: decorator,fast,0.6706,301
Save this as a pattern: decorator,balanced,0.9235,301
Save this as a pattern: decorator,powerful,0.5163,301
Why is config undefined?,fast,0.5163,302
Why is config undefined?,balanced,0.8838,302
Why is config undefined?,powerful,0.6425,302
Explain the difference between {a} and {b},fast,0.7203,303
Explain the difference between {a} and {b},balanced,0.9448,303
Explain the difference between {a} and {b},powerful,0.5686,303
Implement pagination in SQL,fast,0.6536,304
Implement pagination in SQL,balanced,0.9385,304
Implement pagination in SQL,powerful,0.7208,304
Write a function to cache results,fast,0.6602,305
Write a function to cache results,balanced,0.9726,305
Write a function to cache results,powerful,0.513,305
Query logs where created_at > now() - interval '1 day',fast,0.5685,306
Query logs where created_at > now() - interval '1 day',balanced,0.9384,306
Query logs where created_at > now() - interval '1 day',powerful,0.6166,306
Set up environment variables for monitoring,fast,0.6898,307
Set up environment variables for monitoring,balanced,0.9649,307
Set up environment variables for monitoring,powerful,0.5561,307
Create an endpoint for sessions,fast,0.6331,308
Create an endpoint for sessions,balanced,0.8911,308
Create an endpoint for sessions,powerful,0.598,308
Join users with orders on created_at,fast,0.7445,309
Join users with orders on created_at,balanced,0.9051,309
Join users with orders on created_at,powerful,0.5186,309
Walk me through the {process},fast,0.5492,250
